market,section,branch,category,url
en_nl,women,Women,Skinny,https://www.g-star.com/en_nl/shop/women/jeans/skinny
en_nl,women,Women,Boyfriend,https://www.g-star.com/en_nl/shop/women/jeans/boyfriend
en_nl,women,Women,Straight,https://www.g-star.com/en_nl/shop/women/jeans/straight
en_nl,women,Women,Loose,https://www.g-star.com/en_nl/shop/women/jeans/loose
en_nl,women,Women,Bootcut & Flare,https://www.g-star.com/en_nl/shop/women/jeans/bootcut
en_fr,men,NEW ARRIVALS,Men,https://www.g-star.com/en_fr/shop/men/new_arrivals
en_fr,men,MEN,Jeans,https://www.g-star.com/en_fr/shop/men/jeans
en_fr,men,MEN,Pants & Cargos,https://www.g-star.com/en_fr/shop/men/pants
en_fr,men,MEN,Shorts,https://www.g-star.com/en_fr/shop/men/shorts
en_fr,men,MEN,Swimwear,https://www.g-star.com/en_fr/shop/men/swimwear
en_fr,men,MEN,T-Shirts & Polos,https://www.g-star.com/en_fr/shop/men/t-shirts
en_fr,men,MEN,Shirts,https://www.g-star.com/en_fr/shop/men/shirts
en_fr,men,MEN,Sweaters & Hoodies,https://www.g-star.com/en_fr/shop/men/sweatshirts-hoodies
en_fr,men,MEN,Knitwear,https://www.g-star.com/en_fr/shop/men/knitwear
en_fr,men,MEN,All Jackets,https://www.g-star.com/en_fr/shop/men/jackets_and_blazers
en_fr,men,MEN,Fall Jackets,https://www.g-star.com/en_fr/shop/men/lightweight_jackets
en_fr,men,MEN,Overshirts,https://www.g-star.com/en_fr/shop/men/overshirts
en_fr,men,MEN,Denim Jackets,https://www.g-star.com/en_fr/shop/men/jackets_and_blazers/denim_jackets
en_fr,men,MEN,Footwear,https://www.g-star.com/en_fr/shop/men/shoes
en_fr,men,MEN,Accessories,https://www.g-star.com/en_fr/shop/men/accessories
en_fr,men,MEN,Underwear,https://www.g-star.com/en_fr/shop/men/underwear
en_fr,men,MEN,New Arrivals,https://www.g-star.com/en_fr/shop/men/new_arrivals
en_fr,men,MEN,Bestsellers,https://www.g-star.com/en_fr/shop/men/bestsellers
en_fr,men,Jeans & Bottoms,Jeans,https://www.g-star.com/en_fr/shop/men/jeans
en_fr,men,Jeans & Bottoms,Pants & Cargos,https://www.g-star.com/en_fr/shop/men/pants
en_fr,men,Jeans & Bottoms,Shorts,https://www.g-star.com/en_fr/shop/men/shorts
en_fr,men,Jeans & Bottoms,Swimwear,https://www.g-star.com/en_fr/shop/men/swimwear
en_fr,men,T-Shirts & Tops,T-Shirts & Polos,https://www.g-star.com/en_fr/shop/men/t-shirts
en_fr,men,T-Shirts & Tops,Shirts,https://www.g-star.com/en_fr/shop/men/shirts
en_fr,men,T-Shirts & Tops,Sweaters & Hoodies,https://www.g-star.com/en_fr/shop/men/sweatshirts-hoodies
en_fr,men,T-Shirts & Tops,Knitwear,https://www.g-star.com/en_fr/shop/men/knitwear
en_fr,men,Jackets & Coats,All Jackets,https://www.g-star.com/en_fr/shop/men/jackets_and_blazers
